Center Lat,Min Lat,Max Lat,Center Lon,Min Lon,Max Lon,row index (1-based),column index (1-based)
39.36217,39.30666,39.41770,-123.87273,-123.94453,-123.80091,1,49
39.36607,39.31054,39.42159,-123.72910,-123.80091,-123.65726,1,50
39.36975,39.31423,39.42529,-123.58543,-123.65726,-123.51360,1,51
39.37322,39.31770,39.42877,-123.44177,-123.51360,-123.36992,1,52
39.37652,39.32099,39.43206,-123.29807,-123.36992,-123.22622,1,53
39.37961,39.32408,39.43516,-123.15437,-123.22622,-123.08251,1,54
39.38250,39.32697,39.43805,-123.01065,-123.08251,-122.93879,1,55
39.38520,39.32965,39.44075,-122.86693,-122.93879,-122.79506,1,56
39.38768,39.33214,39.44324,-122.72319,-122.79506,-122.65131,1,57
39.38998,39.33443,39.44553,-122.57944,-122.65131,-122.50755,1,58
39.39206,39.33652,39.44763,-122.43567,-122.50755,-122.36378,1,59
39.39396,39.33841,39.44952,-122.29190,-122.36378,-122.22002,1,60
39.39565,39.34010,39.45122,-122.14813,-122.22002,-122.07623,1,61
39.39714,39.34159,39.45271,-122.00433,-122.07623,-121.93243,1,62
39.39845,39.34289,39.45400,-121.86053,-121.93243,-121.78864,1,63
39.39953,39.34398,39.45510,-121.71674,-121.78864,-121.64484,1,64
39.40043,39.34487,39.45600,-121.57294,-121.64484,-121.50104,1,65
39.40112,39.34556,39.45669,-121.42914,-121.50104,-121.35722,1,66
39.40162,39.34606,39.45719,-121.28531,-121.35722,-121.21341,1,67
39.40192,39.34636,39.45748,-121.14151,-121.21341,-121.06960,1,68
39.40202,39.34646,39.45759,-120.99770,-121.06960,-120.92579,1,69
39.40191,39.34635,39.45748,-120.85388,-120.92579,-120.78197,1,70
39.40161,39.34605,39.45718,-120.71007,-120.78197,-120.63816,1,71
39.40111,39.34555,39.45667,-120.56625,-120.63816,-120.49435,1,72
39.40041,39.34485,39.45597,-120.42245,-120.49435,-120.35056,1,73
39.39951,39.34395,39.45507,-120.27866,-120.35056,-120.20676,1,74
39.39840,39.34285,39.45396,-120.13486,-120.20676,-120.06296,1,75
39.39711,39.34155,39.45266,-119.99106,-120.06296,-119.91916,1,76
39.39561,39.34005,39.45117,-119.84726,-119.91916,-119.77538,1,77
39.39390,39.33835,39.44946,-119.70349,-119.77538,-119.63161,1,78
39.39200,39.33645,39.44756,-119.55972,-119.63161,-119.48784,1,79
39.38991,39.33436,39.44546,-119.41595,-119.48784,-119.34408,1,80
39.38761,39.33206,39.44316,-119.27220,-119.34408,-119.20033,1,81
39.38511,39.32957,39.44066,-119.12846,-119.20033,-119.05660,1,82
39.38241,39.32687,39.43796,-118.98474,-119.05660,-118.91288,1,83
39.37952,39.32398,39.43506,-118.84102,-118.91288,-118.76917,1,84
39.37642,39.32089,39.43197,-118.69733,-118.76917,-118.62547,1,85
39.37313,39.31760,39.42867,-118.55362,-118.62547,-118.48179,1,86
39.36963,39.31411,39.42517,-118.40996,-118.48179,-118.33813,1,87
39.36594,39.31042,39.42147,-118.26630,-118.33813,-118.19448,1,88
39.36205,39.30653,39.41757,-118.12267,-118.19448,-118.05086,1,89
39.35794,39.30243,39.41347,-117.97905,-118.05086,-117.90725,1,90
39.35366,39.29815,39.40918,-117.83545,-117.90725,-117.76366,1,91
39.34917,39.29367,39.40468,-117.69186,-117.76366,-117.62009,1,92
39.34448,39.28898,39.39999,-117.54831,-117.62009,-117.47655,1,93
39.33960,39.28410,39.39510,-117.40479,-117.47655,-117.33302,1,94
39.33451,39.27902,39.39001,-117.26126,-117.33302,-117.18952,1,95
39.32923,39.27374,39.38472,-117.11778,-117.18952,-117.04605,1,96
39.32373,39.26826,39.37923,-116.97432,-117.04605,-116.90260,1,97
39.31805,39.26258,39.37354,-116.83087,-116.90260,-116.75917,1,98
39.31218,39.25671,39.36765,-116.68747,-116.75917,-116.61578,1,99
39.30609,39.25063,39.36156,-116.54410,-116.61578,-116.47241,1,100
39.29980,39.24435,39.35527,-116.40073,-116.47241,-116.32907,1,101
39.29333,39.23789,39.34879,-116.25742,-116.32907,-116.18576,1,102
39.28666,39.23122,39.34211,-116.11411,-116.18576,-116.04248,1,103
39.27978,39.22434,39.33523,-115.97086,-116.04248,-115.89924,1,104
39.27271,39.21728,39.32815,-115.82762,-115.89924,-115.75602,1,105
39.26544,39.21002,39.32087,-115.68442,-115.75602,-115.61284,1,106
39.25797,39.20255,39.31339,-115.54126,-115.61284,-115.46970,1,107
39.25030,39.19490,39.30572,-115.39813,-115.46970,-115.32658,1,108
39.24244,39.18704,39.29785,-115.25504,-115.32658,-115.18351,1,109
39.23438,39.17899,39.28978,-115.11198,-115.18351,-115.04047,1,110
39.22612,39.17074,39.28151,-114.96896,-115.04047,-114.89748,1,111
39.21766,39.16228,39.27304,-114.82599,-114.89748,-114.75452,1,112
39.20901,39.15364,39.26438,-114.68304,-114.75452,-114.61160,1,113
39.20015,39.14479,39.25552,-114.54015,-114.61160,-114.46872,1,114
39.19109,39.13575,39.24645,-114.39729,-114.46872,-114.32588,1,115
39.18185,39.12651,39.23720,-114.25447,-114.32588,-114.18308,1,116
39.17241,39.11707,39.22774,-114.11169,-114.18308,-114.04033,1,117
39.16277,39.10745,39.21810,-113.96896,-114.04033,-113.89763,1,118
39.15293,39.09762,39.20825,-113.82629,-113.89763,-113.75497,1,119
39.14289,39.08759,39.19820,-113.68365,-113.75497,-113.61235,1,120
39.13266,39.07737,39.18795,-113.54105,-113.61235,-113.46978,1,121
39.12223,39.06694,39.17751,-113.39851,-113.46978,-113.32726,1,122
39.11159,39.05633,39.16687,-113.25601,-113.32726,-113.18478,1,123
39.10077,39.04551,39.15604,-113.11356,-113.18478,-113.04236,1,124
39.08975,39.03451,39.14501,-112.97116,-113.04236,-112.89999,1,125
39.07853,39.02330,39.13378,-112.82883,-112.89999,-112.75768,1,126
39.06713,39.01190,39.12236,-112.68652,-112.75768,-112.61540,1,127
39.05552,39.00030,39.11074,-112.54428,-112.61540,-112.47319,1,128
39.04372,38.98852,39.09893,-112.40210,-112.47319,-112.33103,1,129
39.03171,38.97652,39.08691,-112.25996,-112.33103,-112.18893,1,130
39.01952,38.96434,39.07470,-112.11789,-112.18893,-112.04688,1,131
39.00713,38.95196,39.06230,-111.97586,-112.04688,-111.90488,1,132
38.99454,38.93939,39.04970,-111.83389,-111.90488,-111.76294,1,133
38.98176,38.92662,39.03691,-111.69199,-111.76294,-111.62106,1,134
38.96878,38.91365,39.02392,-111.55014,-111.62106,-111.47925,1,135
38.95562,38.90050,39.01074,-111.40836,-111.47925,-111.33749,1,136
38.94225,38.88715,38.99735,-111.26662,-111.33749,-111.19579,1,137
38.92868,38.87360,38.98378,-111.12495,-111.19579,-111.05415,1,138
38.91492,38.85986,38.97001,-110.98334,-111.05415,-110.91257,1,139
38.90099,38.84592,38.95605,-110.84180,-110.91257,-110.77106,1,140
38.88683,38.83179,38.94189,-110.70032,-110.77106,-110.62962,1,141
38.87249,38.81746,38.92754,-110.55891,-110.62962,-110.48824,1,142
38.85797,38.80295,38.91299,-110.41756,-110.48824,-110.34692,1,143
38.84324,38.78824,38.89825,-110.27628,-110.34692,-110.20567,1,144
38.82832,38.77333,38.88331,-110.13507,-110.20567,-110.06450,1,145
38.81321,38.75824,38.86819,-109.99393,-110.06450,-109.92339,1,146
38.79790,38.74294,38.85287,-109.85284,-109.92339,-109.78233,1,147
38.78240,38.72746,38.83735,-109.71182,-109.78233,-109.64136,1,148
38.76670,38.71177,38.82164,-109.57089,-109.64136,-109.50046,1,149
38.75082,38.69591,38.80574,-109.43002,-109.50046,-109.35963,1,150
38.73475,38.67985,38.78965,-109.28923,-109.35963,-109.21886,1,151
38.71848,38.66360,38.77337,-109.14850,-109.21886,-109.07818,1,152
39.47323,39.41770,39.52877,-123.87790,-123.94983,-123.80595,2,49
39.47712,39.42159,39.53267,-123.73399,-123.80595,-123.66204,2,50
39.48082,39.42529,39.53637,-123.59009,-123.66204,-123.51812,2,51
39.48431,39.42877,39.53986,-123.44615,-123.51812,-123.37418,2,52
39.48761,39.43206,39.54316,-123.30222,-123.37418,-123.23023,2,53
39.49071,39.43516,39.54626,-123.15825,-123.23023,-123.08627,2,54
39.49360,39.43805,39.54916,-123.01428,-123.08627,-122.94228,2,55
39.49630,39.44075,39.55186,-122.87029,-122.94228,-122.79829,2,56
39.49879,39.44324,39.55436,-122.72629,-122.79829,-122.65428,2,57
39.50108,39.44553,39.55665,-122.58228,-122.65428,-122.51027,2,58
39.50319,39.44763,39.55876,-122.43826,-122.51027,-122.36624,2,59
39.50508,39.44952,39.56065,-122.29422,-122.36624,-122.22220,2,60
39.50678,39.45122,39.56235,-122.15018,-122.22220,-122.07816,2,61
39.50827,39.45271,39.56385,-122.00613,-122.07816,-121.93411,2,62
39.50956,39.45400,39.56514,-121.86209,-121.93411,-121.79006,2,63
39.51067,39.45510,39.56624,-121.71803,-121.79006,-121.64600,2,64
39.51157,39.45600,39.56715,-121.57397,-121.64600,-121.50194,2,65
39.51226,39.45669,39.56784,-121.42990,-121.50194,-121.35786,2,66
39.51276,39.45719,39.56834,-121.28583,-121.35786,-121.21379,2,67
39.51305,39.45748,39.56863,-121.14175,-121.21379,-121.06972,2,68
39.51315,39.45759,39.56873,-120.99768,-121.06972,-120.92565,2,69
39.51305,39.45748,39.56863,-120.85362,-120.92565,-120.78159,2,70
39.51275,39.45718,39.56833,-120.70955,-120.78159,-120.63751,2,71
39.51224,39.45667,39.56782,-120.56548,-120.63751,-120.49345,2,72
39.51154,39.45597,39.56712,-120.42142,-120.49345,-120.34938,2,73
39.51063,39.45507,39.56621,-120.27734,-120.34938,-120.20532,2,74
39.50953,39.45396,39.56511,-120.13330,-120.20532,-120.06127,2,75
39.50822,39.45266,39.56380,-119.98924,-120.06127,-119.91721,2,76
39.50673,39.45117,39.56230,-119.84518,-119.91721,-119.77317,2,77
39.50502,39.44946,39.56060,-119.70116,-119.77317,-119.62914,2,78
39.50312,39.44756,39.55869,-119.55713,-119.62914,-119.48512,2,79
39.50101,39.44546,39.55658,-119.41312,-119.48512,-119.34111,2,80
39.49872,39.44316,39.55429,-119.26910,-119.34111,-119.19710,2,81
39.49622,39.44066,39.55178,-119.12509,-119.19710,-119.05310,2,82
39.49351,39.43796,39.54907,-118.98111,-119.05310,-118.90912,2,83
39.49061,39.43506,39.54616,-118.83713,-118.90912,-118.76515,2,84
39.48751,39.43197,39.54306,-118.69318,-118.76515,-118.62120,2,85
39.48421,39.42867,39.53976,-118.54922,-118.62120,-118.47726,2,86
39.48070,39.42517,39.53625,-118.40530,-118.47726,-118.33334,2,87
39.47700,39.42147,39.53255,-118.26138,-118.33334,-118.18944,2,88
39.47310,39.41757,39.52864,-118.11749,-118.18944,-118.04556,2,89
39.46900,39.41347,39.52454,-117.97362,-118.04556,-117.90170,2,90
39.46470,39.40918,39.52023,-117.82977,-117.90170,-117.75785,2,91
39.46020,39.40468,39.51573,-117.68593,-117.75785,-117.61402,2,92
39.45550,39.39999,39.51102,-117.54211,-117.61402,-117.47021,2,93
39.45061,39.39510,39.50613,-117.39832,-117.47021,-117.32643,2,94
39.44551,39.39001,39.50102,-117.25455,-117.32643,-117.18268,2,95
39.44021,39.38472,39.49572,-117.11081,-117.18268,-117.03895,2,96
39.43472,39.37923,39.49022,-116.96709,-117.03895,-116.89524,2,97
39.42903,39.37354,39.48452,-116.82339,-116.89524,-116.75156,2,98
39.42312,39.36765,39.47862,-116.67972,-116.75156,-116.60790,2,99
39.41704,39.36156,39.47252,-116.53609,-116.60790,-116.46429,2,100
39.41074,39.35527,39.46622,-116.39249,-116.46429,-116.32069,2,101
39.40425,39.34879,39.45973,-116.24890,-116.32069,-116.17712,2,102
39.39756,39.34211,39.45303,-116.10535,-116.17712,-116.03358,2,103
39.39068,39.33523,39.44614,-115.96182,-116.03358,-115.89008,2,104
39.38359,39.32815,39.43904,-115.81834,-115.89008,-115.74662,2,105
39.37630,39.32087,39.43175,-115.67490,-115.74662,-115.60318,2,106
39.36882,39.31339,39.42425,-115.53146,-115.60318,-115.45978,2,107
39.36114,39.30572,39.41657,-115.38809,-115.45978,-115.31642,2,108
39.35326,39.29785,39.40868,-115.24475,-115.31642,-115.17310,2,109
39.34518,39.28978,39.40059,-115.10144,-115.17310,-115.02980,2,110
39.33691,39.28151,39.39231,-114.95816,-115.02980,-114.88654,2,111
39.32843,39.27304,39.38382,-114.81493,-114.88654,-114.74332,2,112
39.31975,39.26438,39.37514,-114.67172,-114.74332,-114.60015,2,113
39.31089,39.25552,39.36626,-114.52858,-114.60015,-114.45702,2,114
39.30182,39.24645,39.35718,-114.38547,-114.45702,-114.31393,2,115
39.29255,39.23720,39.34791,-114.24240,-114.31393,-114.17088,2,116
39.28308,39.22774,39.33843,-114.09937,-114.17088,-114.02788,2,117
39.27342,39.21810,39.32876,-113.95639,-114.02788,-113.88492,2,118
39.26357,39.20825,39.31890,-113.81345,-113.88492,-113.74200,2,119
39.25351,39.19820,39.30883,-113.67056,-113.74200,-113.59914,2,120
39.24324,39.18795,39.29856,-113.52771,-113.59914,-113.45631,2,121
39.23280,39.17751,39.28810,-113.38492,-113.45631,-113.31354,2,122
39.22216,39.16687,39.27744,-113.24216,-113.31354,-113.17081,2,123
39.21131,39.15604,39.26659,-113.09946,-113.17081,-113.02814,2,124
39.20027,39.14501,39.25554,-112.95682,-113.02814,-112.88552,2,125
39.18903,39.13378,39.24429,-112.81422,-112.88552,-112.74295,2,126
39.17759,39.12236,39.23284,-112.67168,-112.74295,-112.60043,2,127
39.16597,39.11074,39.22120,-112.52917,-112.60043,-112.45796,2,128
39.15414,39.09893,39.20936,-112.38675,-112.45796,-112.31555,2,129
39.14211,39.08691,39.19732,-112.24435,-112.31555,-112.17319,2,130
39.12989,39.07470,39.18509,-112.10204,-112.17319,-112.03090,2,131
39.11748,39.06230,39.17266,-111.95976,-112.03090,-111.88866,2,132
39.10487,39.04970,39.16004,-111.81755,-111.88866,-111.74647,2,133
39.09206,39.03691,39.14722,-111.67538,-111.74647,-111.60434,2,134
39.07906,39.02392,39.13420,-111.53329,-111.60434,-111.46228,2,135
39.06586,39.01074,39.12099,-111.39127,-111.46228,-111.32027,2,136
39.05246,38.99735,39.10759,-111.24928,-111.32027,-111.17832,2,137
39.03888,38.98378,39.09399,-111.10736,-111.17832,-111.03644,2,138
39.02510,38.97001,39.08019,-110.96552,-111.03644,-110.89462,2,139
39.01112,38.95605,39.06620,-110.82373,-110.89462,-110.75287,2,140
38.99694,38.94189,39.05201,-110.68201,-110.75287,-110.61118,2,141
38.98258,38.92754,39.03763,-110.54034,-110.61118,-110.46954,2,142
38.96802,38.91299,39.02306,-110.39874,-110.46954,-110.32798,2,143
38.95326,38.89825,39.00829,-110.25722,-110.32798,-110.18649,2,144
38.93831,38.88331,38.99332,-110.11575,-110.18649,-110.04506,2,145
38.92318,38.86819,38.97817,-109.97437,-110.04506,-109.90370,2,146
38.90783,38.85287,38.96281,-109.83304,-109.90370,-109.76241,2,147
38.89230,38.83735,38.94727,-109.69179,-109.76241,-109.62119,2,148
38.87658,38.82164,38.93153,-109.55060,-109.62119,-109.48004,2,149
38.86066,38.80574,38.91559,-109.40948,-109.48004,-109.33897,2,150
38.84455,38.78965,38.89947,-109.26846,-109.33897,-109.19798,2,151
38.82825,38.77337,38.88316,-109.12750,-109.19798,-109.05705,2,152
39.58822,39.53267,39.64377,-123.73892,-123.81100,-123.66684,3,50
39.59191,39.53637,39.64747,-123.59476,-123.66684,-123.52266,3,51
39.59542,39.53986,39.65098,-123.45056,-123.52266,-123.37846,3,52
39.59872,39.54316,39.65429,-123.30637,-123.37846,-123.23425,3,53
39.60182,39.54626,39.65738,-123.16214,-123.23425,-123.09003,3,54
39.60472,39.54916,39.66030,-123.01791,-123.09003,-122.94579,3,55
39.60743,39.55186,39.66299,-122.87366,-122.94579,-122.80153,3,56
39.60992,39.55436,39.66550,-122.72940,-122.80153,-122.65726,3,57
39.61222,39.55665,39.66780,-122.58513,-122.65726,-122.51299,3,58
39.61432,39.55876,39.66990,-122.44086,-122.51299,-122.36871,3,59
39.61623,39.56065,39.67181,-122.29657,-122.36871,-122.22441,3,60
39.61793,39.56235,39.67351,-122.15225,-122.22441,-122.08011,3,61
39.61943,39.56385,39.67502,-122.00797,-122.08011,-121.93581,3,62
39.62072,39.56514,39.67631,-121.86365,-121.93581,-121.79149,3,63
39.62181,39.56624,39.67741,-121.71933,-121.79149,-121.64717,3,64
39.62273,39.56715,39.67831,-121.57501,-121.64717,-121.50285,3,65
39.62342,39.56784,39.67901,-121.43068,-121.50285,-121.35851,3,66
39.62392,39.56834,39.67951,-121.28635,-121.35851,-121.21419,3,67
39.62421,39.56863,39.67980,-121.14203,-121.21419,-121.06985,3,68
39.62431,39.56873,39.67990,-120.99768,-121.06985,-120.92552,3,69
39.62421,39.56863,39.67980,-120.85336,-120.92552,-120.78119,3,70
39.62390,39.56833,39.67949,-120.70901,-120.78119,-120.63686,3,71
39.62340,39.56782,39.67899,-120.56470,-120.63686,-120.49254,3,72
39.62270,39.56712,39.67829,-120.42038,-120.49254,-120.34821,3,73
39.62180,39.56621,39.67738,-120.27605,-120.34821,-120.20389,3,74
39.62069,39.56511,39.67628,-120.13173,-120.20389,-120.05958,3,75
39.61938,39.56380,39.67496,-119.98743,-120.05958,-119.91527,3,76
39.61787,39.56230,39.67346,-119.84311,-119.91527,-119.77097,3,77
39.61617,39.56060,39.67175,-119.69882,-119.77097,-119.62668,3,78
39.61426,39.55869,39.66984,-119.55453,-119.62668,-119.48239,3,79
39.61215,39.55658,39.66773,-119.41025,-119.48239,-119.33811,3,80
39.60986,39.55429,39.66543,-119.26598,-119.33811,-119.19385,3,81
39.60734,39.55178,39.66291,-119.12172,-119.19385,-119.04960,3,82
39.60463,39.54907,39.66020,-118.97748,-119.04960,-118.90536,3,83
39.60172,39.54616,39.65729,-118.83324,-118.90536,-118.76113,3,84
39.59862,39.54306,39.65419,-118.68903,-118.76113,-118.61692,3,85
39.59531,39.53976,39.65087,-118.54482,-118.61692,-118.47272,3,86
39.59180,39.53625,39.64736,-118.40063,-118.47272,-118.32854,3,87
39.58810,39.53255,39.64365,-118.25645,-118.32854,-118.18438,3,88
39.58418,39.52864,39.63973,-118.11230,-118.18438,-118.04024,3,89
39.58007,39.52454,39.63562,-117.96817,-118.04024,-117.89611,3,90
39.57576,39.52023,39.63130,-117.82405,-117.89611,-117.75201,3,91
39.57126,39.51573,39.62680,-117.67996,-117.75201,-117.60793,3,92
39.56655,39.51102,39.62208,-117.53589,-117.60793,-117.46387,3,93
39.56165,39.50613,39.61717,-117.39185,-117.46387,-117.31982,3,94
39.55653,39.50102,39.61206,-117.24780,-117.31982,-117.17580,3,95
39.55123,39.49572,39.60675,-117.10381,-117.17580,-117.03182,3,96
39.54572,39.49022,39.60123,-116.95984,-117.03182,-116.88786,3,97
39.54002,39.48452,39.59553,-116.81589,-116.88786,-116.74392,3,98
39.53411,39.47862,39.58961,-116.67195,-116.74392,-116.60001,3,99
39.52801,39.47252,39.58350,-116.52806,-116.60001,-116.45612,3,100
39.52171,39.46622,39.57720,-116.38419,-116.45612,-116.31227,3,101
39.51520,39.45973,39.57068,-116.24036,-116.31227,-116.16845,3,102
39.50850,39.45303,39.56397,-116.09654,-116.16845,-116.02466,3,103
39.50160,39.44614,39.55706,-115.95277,-116.02466,-115.88090,3,104
39.49449,39.43904,39.54995,-115.80902,-115.88090,-115.73717,3,105
39.48719,39.43175,39.54264,-115.66531,-115.73717,-115.59348,3,106
39.47969,39.42425,39.53514,-115.52164,-115.59348,-115.44982,3,107
39.47200,39.41657,39.52744,-115.37801,-115.44982,-115.30621,3,108
39.46410,39.40868,39.51953,-115.23441,-115.30621,-115.16262,3,109
39.45600,39.40059,39.51143,-115.09084,-115.16262,-115.01907,3,110
39.44771,39.39231,39.50313,-114.94731,-115.01907,-114.87556,3,111
39.43922,39.38382,39.49463,-114.80382,-114.87556,-114.73209,3,112
39.43053,39.37514,39.48593,-114.66037,-114.73209,-114.58867,3,113
39.42164,39.36626,39.47703,-114.51697,-114.58867,-114.44528,3,114
39.41255,39.35718,39.46793,-114.37360,-114.44528,-114.30193,3,115
39.40327,39.34791,39.45864,-114.23027,-114.30193,-114.15863,3,116
39.39379,39.33843,39.44915,-114.08699,-114.15863,-114.01537,3,117
39.38411,39.32876,39.43946,-113.94376,-114.01537,-113.87216,3,118
39.37423,39.31890,39.42957,-113.80057,-113.87216,-113.72899,3,119
39.36414,39.30883,39.41948,-113.65741,-113.72899,-113.58586,3,120
39.35387,39.29856,39.40920,-113.51431,-113.58586,-113.44279,3,121
39.34340,39.28810,39.39871,-113.37128,-113.44279,-113.29977,3,122
39.33273,39.27744,39.38803,-113.22827,-113.29977,-113.15680,3,123
39.32187,39.26659,39.37716,-113.08533,-113.15680,-113.01387,3,124
39.31080,39.25554,39.36608,-112.94241,-113.01387,-112.87099,3,125
39.29955,39.24429,39.35482,-112.79956,-112.87099,-112.72816,3,126
39.28809,39.23284,39.34334,-112.65677,-112.72816,-112.58540,3,127
39.27643,39.22120,39.33167,-112.51404,-112.58540,-112.44269,3,128
39.26458,39.20936,39.31981,-112.37134,-112.44269,-112.30002,3,129
39.25254,39.19732,39.30775,-112.22870,-112.30002,-112.15741,3,130
39.24029,39.18509,39.29550,-112.08612,-112.15741,-112.01486,3,131
39.22785,39.17266,39.28304,-111.94360,-112.01486,-111.87238,3,132
39.21521,39.16004,39.27040,-111.80115,-111.87238,-111.72994,3,133
39.20238,39.14722,39.25755,-111.65874,-111.72994,-111.58756,3,134
39.18935,39.13420,39.24451,-111.51639,-111.58756,-111.44524,3,135
39.17613,39.12099,39.23127,-111.37410,-111.44524,-111.30299,3,136
39.16271,39.10759,39.21784,-111.23187,-111.30299,-111.16080,3,137
39.14909,39.09399,39.20421,-111.08972,-111.16080,-111.01867,3,138
39.13528,39.08019,39.19039,-110.94762,-111.01867,-110.87659,3,139
39.12128,39.06620,39.17637,-110.80557,-110.87659,-110.73459,3,140
39.10708,39.05201,39.16216,-110.66360,-110.73459,-110.59265,3,141
39.09269,39.03763,39.14775,-110.52170,-110.59265,-110.45078,3,142
39.07809,39.02306,39.13314,-110.37985,-110.45078,-110.30897,3,143
39.06331,39.00829,39.11834,-110.23808,-110.30897,-110.16723,3,144
39.04834,38.99332,39.10335,-110.09637,-110.16723,-110.02556,3,145
39.03316,38.97817,39.08816,-109.95474,-110.02556,-109.88396,3,146
39.01780,38.96281,39.07278,-109.81317,-109.88396,-109.74242,3,147
39.00224,38.94727,39.05721,-109.67168,-109.74242,-109.60096,3,148
38.98648,38.93153,39.04143,-109.53024,-109.60096,-109.45956,3,149
38.97052,38.91559,39.02547,-109.38889,-109.45956,-109.31825,3,150
38.95439,38.89947,39.00931,-109.24762,-109.31825,-109.17701,3,151
38.93806,38.88316,38.99296,-109.10640,-109.17701,-109.03584,3,152
39.69541,39.63986,39.75097,-123.88828,-123.96047,-123.81607,4,49
39.69932,39.64377,39.75488,-123.74387,-123.81607,-123.67165,4,50
39.70303,39.64747,39.75860,-123.59943,-123.67165,-123.52721,4,51
39.70654,39.65098,39.76211,-123.45499,-123.52721,-123.38275,4,52
39.70985,39.65429,39.76542,-123.31052,-123.38275,-123.23828,4,53
39.71295,39.65738,39.76853,-123.16605,-123.23828,-123.09380,4,54
39.71587,39.66030,39.77145,-123.02155,-123.09380,-122.94930,4,55
39.71856,39.66299,39.77415,-122.87704,-122.94930,-122.80478,4,56
39.72107,39.66550,39.77666,-122.73251,-122.80478,-122.66025,4,57
39.72338,39.66780,39.77897,-122.58798,-122.66025,-122.51572,4,58
39.72549,39.66990,39.78108,-122.44345,-122.51572,-122.37117,4,59
39.72739,39.67181,39.78298,-122.29889,-122.37117,-122.22662,4,60
39.72909,39.67351,39.78469,-122.15434,-122.22662,-122.08205,4,61
39.73061,39.67502,39.78620,-122.00977,-122.08205,-121.93748,4,62
39.73190,39.67631,39.78750,-121.86520,-121.93748,-121.79292,4,63
39.73300,39.67741,39.78860,-121.72063,-121.79292,-121.64834,4,64
39.73389,39.67831,39.78950,-121.57605,-121.64834,-121.50375,4,65
39.73460,39.67901,39.79020,-121.43146,-121.50375,-121.35916,4,66
39.73510,39.67951,39.79070,-121.28687,-121.35916,-121.21457,4,67
39.73539,39.67980,39.79099,-121.14227,-121.21457,-121.06998,4,68
39.73549,39.67990,39.79109,-120.99768,-121.06998,-120.92538,4,69
39.73539,39.67980,39.79099,-120.85309,-120.92538,-120.78079,4,70
39.73508,39.67949,39.79068,-120.70850,-120.78079,-120.63620,4,71
39.73459,39.67899,39.79018,-120.56390,-120.63620,-120.49162,4,72
39.73388,39.67829,39.78947,-120.41933,-120.49162,-120.34704,4,73
39.73297,39.67738,39.78857,-120.27475,-120.34704,-120.20245,4,74
39.73186,39.67628,39.78746,-120.13016,-120.20245,-120.05788,4,75
39.73055,39.67496,39.78615,-119.98560,-120.05788,-119.91331,4,76
39.72905,39.67346,39.78464,-119.84103,-119.91331,-119.76875,4,77
39.72733,39.67175,39.78292,-119.69647,-119.76875,-119.62419,4,78
39.72542,39.66984,39.78101,-119.55191,-119.62419,-119.47964,4,79
39.72331,39.66773,39.77890,-119.40738,-119.47964,-119.33511,4,80
39.72100,39.66543,39.77659,-119.26285,-119.33511,-119.19058,4,81
39.71849,39.66291,39.77407,-119.11832,-119.19058,-119.04607,4,82
39.71577,39.66020,39.77135,-118.97382,-119.04607,-118.90157,4,83
39.71286,39.65729,39.76844,-118.82933,-118.90157,-118.75709,4,84
39.70975,39.65419,39.76533,-118.68484,-118.75709,-118.61261,4,85
39.70643,39.65087,39.76200,-118.54037,-118.61261,-118.46815,4,86
39.70292,39.64736,39.75848,-118.39594,-118.46815,-118.32372,4,87
39.69921,39.64365,39.75477,-118.25151,-118.32372,-118.17930,4,88
39.69528,39.63973,39.75084,-118.10709,-118.17930,-118.03490,4,89
39.69117,39.63562,39.74673,-117.96271,-118.03490,-117.89052,4,90
39.68684,39.63130,39.74240,-117.81833,-117.89052,-117.74615,4,91
39.68234,39.62680,39.73788,-117.67398,-117.74615,-117.60181,4,92
39.67762,39.62208,39.73316,-117.52963,-117.60181,-117.45748,4,93
39.67270,39.61717,39.72824,-117.38533,-117.45748,-117.31319,4,94
39.66759,39.61206,39.72312,-117.24104,-117.31319,-117.16891,4,95
39.66226,39.60675,39.71779,-117.09679,-117.16891,-117.02467,4,96
39.65675,39.60123,39.71227,-116.95255,-117.02467,-116.88044,4,97
39.65104,39.59553,39.70655,-116.80833,-116.88044,-116.73624,4,98
39.64511,39.58961,39.70062,-116.66415,-116.73624,-116.59207,4,99
39.63899,39.58350,39.69449,-116.51999,-116.59207,-116.44793,4,100
39.63268,39.57720,39.68818,-116.37587,-116.44793,-116.30383,4,101
39.62617,39.57068,39.68166,-116.23178,-116.30383,-116.15974,4,102
39.61945,39.56397,39.67493,-116.08771,-116.15974,-116.01569,4,103
39.61253,39.55706,39.66801,-115.94368,-116.01569,-115.87168,4,104
39.60541,39.54995,39.66089,-115.79968,-115.87168,-115.72770,4,105
39.59810,39.54264,39.65356,-115.65572,-115.72770,-115.58375,4,106
39.59060,39.53514,39.64605,-115.51178,-115.58375,-115.43983,4,107
39.58287,39.52744,39.63832,-115.36789,-115.43983,-115.29596,4,108
39.57496,39.51953,39.63040,-115.22403,-115.29596,-115.15211,4,109
39.56685,39.51143,39.62228,-115.08020,-115.15211,-115.00831,4,110
39.55854,39.50313,39.61397,-114.93642,-115.00831,-114.86455,4,111
39.55003,39.49463,39.60545,-114.79268,-114.86455,-114.72083,4,112
39.54132,39.48593,39.59673,-114.64897,-114.72083,-114.57714,4,113
39.53242,39.47703,39.58782,-114.50531,-114.57714,-114.43350,4,114
